index,duration,content,startOfParagraph,startTime,ID
1050,2017,"et ce changement, en l’occurrence,",False,757385,1832
1051,5628,serait de regarder les relations humaines impliquées dans chaque décès.,False,759402,1832
1052,3485,Cela nous aiderait peut-être à reconnaître que notre façon,False,765030,1832
1053,1676,de restreindre notre discours sur la mort,False,768515,1832
1054,3035,à l'aspect médical ou biologique,False,770191,1832
1055,3823,"reflète une habitude plus vaste, que nous partageons tous,",False,773226,1832
1056,5650,"d'éviter la mort, d'avoir peur d'en parler.",False,777049,1832
1057,4440,Si nous pouvions concevoir  et valoriser,False,782699,1832
1058,3123,"une autre sorte de connaissances sur la vie,",False,787139,1832
1059,3674,"y compris d'autres définitions de la mort,",False,790262,1832
1060,2202,nous aurions le potentiel pour changer notre discours,False,793936,1832
1061,3747,sur la fin de vie.,False,796138,1832
1062,4093,"Cela pourrait modifier  notre façon de mourir,",False,799885,1832
1063,2012,"mais plus important encore,",False,803978,1832
1064,7102,cela pourrait transformer  notre façon de vivre.,False,805990,1832
1143,5000,Je tend à croire que nous sommes dans la période préhistorique des interfaces d'ordinateurs.,True,0,131
1144,4000,"C'est comme si elles n'étaient pas aussi profondes, ou engageantes émotionnellement qu'elles pourraient l'être,",False,5000,131
1145,2000,et j'aimerais changer tout ça.,False,9000,131
1146,3000,Image s'il vous plaît.,False,11000,131
1147,3000,"Ok. Alors, vous voyez, ceci est le genre de status quo des interfaces, n'est ce pas .",False,14000,131
1148,2000,"C'est très plat, et plutôt rigide.",False,17000,131
1149,4000,"Bon, OK, vous pourriez le rendre un peu plus sexy et aller vers un Mac plus léché,",False,19000,131
1150,4000,"mais c'est quand même la même merde que nous avons eu pendant les dernières,",False,23000,131
1151,2000,"vous savez, 30 années.",False,27000,131
1153,3000,"Je veux dire, je crois que nous endurons beaucoup de merdes avec nos ordinateurs.",False,32000,131
1154,5000,"Je veux dire, on pointe et on clique, c'est comme les menus, les icones, c'est pratiquement du pareil au même.",False,35000,131
1155,4000,Alors un type d'espace contenant de l'information que j'utilise comme inspiration est mon vrai bureau.,True,40000,131
1156,4000,"C'est tellement plus subtil, tellement plus viscéral",False,44000,131
1157,2000,", vous savez, ce qui est visible, ce qui ne l'est pas.",False,48000,131
1158,3000,Et j'aimerais amener cette expérience dans l'espace de travail.,False,50000,131
1159,4000,"Alors j'ai fait , voici BumpTop.",False,53000,131
1160,3000,C'est comme une nouvelle approche par rapport à l'utilisation de l'espace de travail.,False,57000,131
1161,7000,"Alors vous pouvez faire entrer les choses en collision , elles sont physiquement, vous voyez, manipulables,",False,60000,131
1162,3000,"et au lieu de pointer et cliquer, c'est plutôt pousser et tirer,",False,67000,131
1163,4000,"les trucs entrent en collision tels que vous auriez deviné. Comme sur mon vrai bureau,",False,70000,131
1164,3000,"Je peux , laissez moi attraper ceux-ci , Je peux empiler les choses,",False,74000,131
1165,6000,au lieu des dossiers auxquels nous sommes habitués.,False,77000,131
1166,4000,"Et lorsque les choses sont empilées, je peux faire une recherche en les plaçant en grille.",False,83000,131
1167,3000,"ou bien, vous savez, les consulter comme un livre,",False,87000,131
1168,5000,ou je peux les disposer comme un jeu de cartes.,False,90000,131
1169,5000,"Lorsque qu'elles sont exposées, je peux tirer les choses vers un autre endroit, ou en effacer,",False,95000,131
1170,5000,"ou juste organiser toute une pile rapidement, vous savez, immédiatement, d'accord.",False,100000,131
1171,5000,"Et, c'est plutôt bien animé, au lieu des changements brusques que vous voyez dans les interfaces d'aujourd'hui.",False,105000,131
1172,2000,"Aussi, si je veux ajouter quelque chose à une pile, et bien, comment je fais .",True,110000,131
1173,6000,"Je n'ai qu'à l'envoyer sur la pile, et c'est ajouté sur le dessus. C'est plutôt bien.",False,112000,131
1174,2000,"Aussi, d'autres trucs que nous pouvons faire",False,118000,131
1175,2000,"pour ces icones individuelles nous nous sommes dits , je veux dire,",False,120000,131
1176,3000,"comment peut-on jouer avec le concept d'icone, et pousser l'idée plus loin.",False,122000,131
1177,3000,Une des choses que je peux faire est de l'agrandir,False,125000,131
1178,2000,si je veux y mettre l'emphase et la rendre plus importante.,False,128000,131
1179,4000,"Mais ce qui est vraiment bien c'est que puisqu'il y a un simulateur pour les lois de la physique qui travaille derrière tout ça,",True,130000,131
1180,5000,elle devient plus lourde. Alors les trucs plus légers ne bougent pas vraiment,False,134000,131
1181,4000,"Mais si je la lance sur les plus petits, vous voyez.",False,139000,131
1183,5000,"Alors c'est mignon, mais c'est un aussi une façon subtile de faire passer de l'information.",False,146000,131
1184,3000,"Ceci est lourd, alors ça semble plus important. Alors c'est plutôt bien.",False,151000,131
1185,3000,"Même s'il y a des ordinateurs partout, le papier n'a pas vraiment disparu,",True,154000,131
1186,2000,"parce qu'il a beaucoup de, je crois, propriétés intéressantes.",False,157000,131
1187,3000,Et nous voulions transférer certaines d'entre elles aux icones dans notre système.,False,159000,131
1188,4000,"Alors une des choses que vous pouvez faire avec nos icones, comme avec du vrai papier, est de les plier.",False,162000,131
1189,4000,Comme du papier. Pour vous rappeler de quelque chose pour plus tard.,False,166000,131
1190,3000,"Ou, si vous voulez détruire quelque chose, vous pouvez le chiffonner,",False,170000,131
1191,3000,et le lancer dans le coin.,False,173000,131
1192,3000,"Aussi, comme avec du papier, dans notre espace de travail",False,176000,131
1193,2000,"nous collons des choses sur le mur pour nous en rappeler plus tard,",False,179000,131
1194,3000,"et je peux faire la même chose ici,",False,181000,131
1195,3000,"et vous savez, vous voyez des notes post-it et des choses comme ça dans le bureau des gens.",False,184000,131
1196,2000,Et je peux les prendre du mur lorsque je veux travailler avec.,False,187000,131
1197,5000,"Alors, une des critiques que cette approche organisationelle reçoit est,",True,189000,131
1198,4000,"vous savez, D'accord, mon bureau est complètement en désordre. je ne veux pas ce désordre dans mon ordinateur.",False,194000,131
1199,3000,"Alors, une solution que nous avons est une sorte d'alignement en grille,",False,198000,131
1200,4000,"comme , alors vous obtenez un espace de travail plus traditionnel. Les choses sont plutôt alignées en grille.",False,201000,131
1201,3000,"Plus ennuyeux, mais vous pouvez toujours faire des collisions et pousser les choses.",False,205000,131
1202,7000,Et vous pouvez toujours faire des choses amusantes comme construire une étagère sur votre espace de travail.,False,208000,131
1203,3000,"Brisons cette étagère. Voilà, l'étagère est brisée.",True,215000,131
1204,5000,"Je crois que au-delà des icones, un autre domaine d'application pour ce programme ,",False,218000,131
1205,6000,"Je crois que ça s'applique à plus que seulement les icones et à votre espace de travail , mais à l'organisation de photos.",False,223000,131
1206,3000,Je crois que l'on peut vraiment enrichir la façon dont nous parcourons nos photos.,False,229000,131
1207,5000,et la rendre comme si vous étiez avec votre famille sur la table de cuisine à regarder vos photos qui sont dans une boîte à chaussures.,False,232000,131
1208,3000,"Et je peux déplacer ces trucs. Ils sont tellement plus tangibles lorsque , et manipulables ,",False,237000,131
1209,3000,"et vous savez, je peux double-cliquer sur quelque chose pour le regarder.",False,240000,131
1210,2000,Et je peux faire tous les trucs que je vous ai déjà montrés.,False,243000,131
1211,3000,"Alors je peux empiler les choses, je peux les consulter, je peux, vous voyez ,",False,245000,131
1212,6000,"Alors, déplaçons cette photo à l'arrière, effaçons celle-là,",False,248000,131
1213,4000,et je crois qu'il s'agit d'une façon beaucoup plus riche d'interagir avec vos données.,False,254000,131
1214,4000,Et voilà BumpTop. Merci.,True,258000,131
1215,3650,Chris Anderson . Peut-être pouvons-nous  commencer en parlant de votre pays.,True,760,2379
1216,3870,"Ce sont trois points sur le globe,  des points assez gigantesques.",False,4410,2379
1217,2690,Chacun fait à peu près  la taille de la Californie.,False,8280,2379
1218,1916,Parlez-nous des Kiribati.,False,10970,2379
1219,4520,Anote Tong . Laissez-moi commencer  par dire combien je suis reconnaissant,True,12886,2379
1220,2274,pour cette opportunité  de partager mon histoire,False,17406,2379
1221,1880,avec des personnes qui s'y intéressent.,False,19680,2379
1222,5570,J'ai partagé mon histoire avec beaucoup  de gens qui ne s'en soucient pas vraiment.,False,21560,2379
1223,3916,Les Kiribati sont composées  de trois archipels .,False,27130,2379
1224,2840,"les îles Gilbert à l'ouest,",False,31046,2379
1225,3360,"nous avons les îles Phoenix au milieu,",False,33886,2379
1226,4440,et les îles de la Ligne à l'est.,False,37246,2379
1227,3110,"Très honnêtement,  les Kiribati sont peut-être le seul pays",False,41686,2379
1228,2385,à réellement se trouver  aux quatre coins du monde.,False,44796,2379
1229,2669,"Nous sommes dans l'hémisphère nord  et l'hémisphère sud,",False,47181,2379
1230,3630,ainsi qu'à l'est et à l'ouest  de la ligne de changement de date.,False,49850,2379
1231,6410,"Ces îles sont des atolls,  entièrement faites de corail,",False,53480,2379
1232,4959,et se trouvent en moyenne à peu près  deux mètres au-dessus du niveau de la mer.,False,59890,2379
1233,3481,Voici ce que nous avons.,False,64849,2379
1234,4840,"En général, pas plus  de deux kilomètres de large.",False,68330,2379
1235,2950,"À bien des occasions,  des gens m'ont demandé .",False,73170,2379
1236,2560," Vous souffrez,  pourquoi vous ne reculez pas . ",False,76120,2379
1237,5006,Ils ne comprennent pas. Ils n'ont pas  la moindre idée de ce qui est en jeu.,False,78680,2379
1238,3570,"Avec la montée de la mer, ils disent .   Eh bien, vous pouvez reculez. ",False,83686,2379
1239,1626,Voici ce que je leur réponds.,False,87260,2379
1240,4324,"Si nous reculons, nous allons tomber  de l'autre côté de l'océan. Okay .",False,88886,2379
1241,4800,Mais les gens ne comprennent pas  ce genre de problèmes.,False,93210,2379
1242,4240,CA . Voici certainement un état de vulnérabilité ici.,True,98010,2379
1243,2550,Quand avez-vous réalisé  par vous-même,False,102250,2379
1244,3650,le danger imminent  auquel votre pays pourrait faire face .,False,104800,2379
1245,3330,AT . L'histoire du changement  climatique se déroule,True,108450,2379
1246,2446,depuis un certain nombre de décennies.,False,111780,2379
1247,3944,"Lorsque j'ai pris mes fonctions en 2003,",False,114226,2379
1248,2660,j'ai commencé à parler  du changement climatique,False,118170,2379
1249,4420,"à l'Assemblée Générale des Nations-Unies, mais sans trop de passion,",False,120830,2379
1250,3590,"parce qu'à l'époque, les scientifiques  étaient encore en train de débattre",False,125250,2379
1251,5336,"si le phénomène était d'origine humaine,  et s'il était réel ou non.",False,128840,2379
1252,6114,Je crois que ce débat  s'est plus ou moins conclu en 2007,False,134176,2379
1253,5590,"avec le quatrième rapport  d'évaluation du GIEC,",False,140290,2379
1254,4160,qui a catégoriquement déclaré  ,False,145880,2379
1255,2760,"que ce phénomène est réel  et d'origine humaine,",False,150040,2379
1256,3930,et qu'il augure de très sérieux scénarios,False,152800,2379
1257,2560,pour des pays comme le mien.,False,156730,2379
1258,3280,C'est là que j'ai commencé  à prendre la chose très au sérieux.,False,159290,2379
1259,4000,"Dans le passé, j'en ai parlé.",False,162570,2379
1260,1276,Nous étions inquiets.,False,166570,2379
1261,3714,"Mais lorsque les scénarios,  les prédictions furent annoncés en 2007,",False,167846,2379
1262,2370,le changement climatique  devint un vrai problème.,False,171560,2379
1263,5630,"CA . Ces prédictions disent,  je crois, que d'ici 2100,",True,173930,2379
1264,2810,le niveau de la mer  devrait monter de près d'un mètre.,False,179560,2379
1265,2570,"Certains scénarios sont plus alarmistes, c'est certain.",False,182370,2379
1266,2240,Que répondriez-vous  à un sceptique qui dirait .,False,184940,2379
1267,1190, Qu'est-ce qu'un mètre .,False,187184,2379
1268,2252,Vous êtes à deux mètres du niveau de la mer.,False,188374,2379
1269,1600,Quel est le problème . ,False,190626,2379
1270,2014,Je crois qu'il est important  de comprendre,True,192226,2379
1271,2080,qu'une montée marginale du niveau de la mer,False,194240,2379
1272,2600,"signifie la perte  d'une grande surface de terrain,",False,196320,2379
1273,3290,parce que beaucoup  de terrain est à basse altitude.,False,198920,2379
1274,5110,"Et mis à part ça, nous pouvons sentir  la houle en ce moment.",False,202210,2379
1275,2200,Ça n'a rien à voir avec un mètre.,False,207320,2379
1276,3050,"Ce que beaucoup  de gens ne comprennent pas,",False,209520,2379
1277,6190,c'est qu'ils pensent que le changement  climatique est pour plus tard.,False,212570,2379
1278,2850,Nous sommes tout en bas de l'échelle.,False,218760,2379
1279,1270,Il est déjà avec nous.,False,221610,2379
1280,3850,Nous avons des communautés  qui ont déjà été déplacées.,False,222880,2379
1281,3960,"Elles ont dû déménager,  et à chaque session parlementaire,",False,226730,2379
1282,2360,je reçois des plaintes  de communautés différentes,False,230690,2379
1283,3080,"demandant de l'aide pour construire des digues,",False,233050,2379
1284,2540,"pour s'occuper de la lentille d'eau douce,",False,236130,2379
1285,1860,parce qu'elle se détériore.,False,238670,2379
1286,2796,"Lors de mes voyages  sur les différentes îles,",False,240530,2379
1287,2690,je vois des communautés,False,243326,2379
1288,3620,"qui doivent désormais  gérer la perte de récoltes,",False,246020,2379
1289,3656,"la contamination des lentilles d'eau,",False,249640,2379
1290,4314,"et je vois ces communautés  peut-être partir, avoir à déménager,",False,253296,2379
1291,2350,d'ici cinq à dix ans.,False,257610,2379
1292,3976,"CA . Puis je crois que le pays  a connu son premier cyclone,",True,259960,2379
1293,1450,"et c'est lié, n'est-ce pas .",False,263940,2379
1294,2130,Que s'est-il passé .,False,265390,2379
1295,2680,"AT . Nous sommes sur l'équateur,",True,267520,2379
1296,4400,"et je suis sûr que beaucoup d'entre vous  savent qu'en étant sur l'équateur,",False,270200,2379
1297,3070,"nous sommes censés être  dans une zone de calme, sans cyclone.",False,274600,2379
1298,3404,"Nous les créons, puis nous les envoyons  soit au nord, soit au sud.",False,277670,2379
1300,2170,Mais ils ne sont pas censés revenir.,True,282180,2379
1301,2498,"Pour la première fois,  au début de cette année,",False,284350,2379
1302,3752,"le cyclone Pam a détruit Vanuatu,",False,286848,2379
1303,3480,"et dans sa course,  ses extrémités ont touché",False,290600,2379
1304,2350,nos deux îles les plus au sud.,False,294080,2379
1305,5460,Toute l'île de Tuvalu était sous l'eau  lorsque l'ouragan Pam l'a touchée.,False,296430,2379
1306,3720,Mais nos deux îles au sud,False,301890,2379
1307,3350,"ont eu des vagues  qui ont recouvert la moitié de l'île,",False,305610,2379
1308,2490,et ça n'est jamais arrivé auparavant.,False,308960,2379
1309,1590,C'est une nouvelle expérience.,False,311450,2379
1310,5360,"Je reviens juste de ma circonscription,",False,313040,2379
1311,3360,et j'ai vu ces arbres magnifiques  qui étaient là depuis des décennies.,False,318400,2379
1312,2000,Ils ont été complètement détruits.,False,321760,2379
1313,1776,"Voici ce qui se passe,",False,323760,2379
1314,3870,"mais lorsque nous parlons  de la montée du niveau de la mer,",False,325536,2379
1315,3084,nous pensons à quelque chose  qui survient petit à petit.,False,329406,2379
1316,3070,"Elle vient avec les vents,  elle vient avec la houle,",False,332490,2379
1317,1950,et ce phénomène  peut donc être amplifié.,False,335560,2379
1318,3250,Nous commençons à observer,False,337510,2379
1319,3000,"le changement  des conditions météorologiques,",False,340760,2379
1320,2730,et c'est peut-être le défi le plus urgent,False,343760,2379
1321,4560,"auquel nous allons faire face, avant la montée du niveau de la mer.",False,346490,2379
1322,3200,CA . Le pays en observe déjà les effets.,True,351050,2379
1323,2280,"En vous projetant dans le futur,",False,354250,2379
1324,3960,"quelles sont vos options,  en tant que pays, en tant que nation .",False,356530,2379
1325,2646,AT . Je raconte cette histoire  tous les ans.,True,360490,2379
1326,1537,Je visite un certain nombre de —,False,363136,2379
1327,4927,je voyage à travers le monde  pour essayer de sensibiliser les gens.,False,364673,2379
1328,2490,"Nous avons un plan,  nous pensons avoir un plan.",False,369600,2379
1329,3440,"Une fois, je crois que c'était lors  d'une conférence à Genève,",False,372090,2379
1330,5740,"un monsieur m'interviewait sur un sujet similaire,",False,375530,2379
1331,2616,et j'ai dit .   Nous considérons les îles flottantes .,False,381270,2379
1332,2110,"Il a trouvé ça drôle,  mais quelqu'un a dit .",False,383886,2379
1333,4090, Ce n'est pas drôle.  Ces gens cherchent des solutions. ,False,385996,2379
1334,3530,"Et donc,  je considère les îles flottantes.",False,390086,2379
1335,3730,Les Japonais sont intéressés  par la construction d'îles flottantes.,False,393620,2379
1336,2980,"En tant que pays,  nous nous sommes engagés,",True,397350,2379
1337,3720,"quoiqu'il arrive,  à essayer autant que possible",False,400330,2379
1338,4200,de rester et de continuer  à exister en tant que nation.,False,404050,2379
1339,5010,"Les mesures que nous devrons prendre seront assez importantes,",False,408250,2379
1340,1970,"et très, très considérables.",False,413260,2379
1341,1956,"Soit nous vivons sur des îles flottantes,",False,415230,2379
1342,3904,soit nous devons développer les îles  pour continuer à rester hors de l'eau,False,417186,2379
1343,4760,pendant que la mer monte  et que les orages empirent.,False,421090,2379
1344,2453,"Mais même ça,  il va être très, très difficile",False,425850,2379
1345,2867,de réunir les ressources dont nous aurions besoin.,False,428303,2379
1346,3880,"CA . Et alors, une forme de migration  forcée sera la seule solution.",True,431170,2379
1347,2286,"AT . Nous considérons aussi cette option,",True,435050,2379
1348,4634,"parce que si jamais rien ne venait de la communauté internationale,",False,437336,2379
1349,1326,nous nous préparons.,False,441970,2379
1350,3344,Nous ne voulons pas être pris  dans une situation similaire à l'Europe.,False,443296,2379
1351,2650,D'accord . Nous ne voulons  pas un jour migrer en masse.,False,446640,2379
1352,3430,"Nous voulons pouvoir donner  le choix aux gens aujourd'hui,",False,449290,2379
1353,3690,"ceux qui choisissent et veulent faire ça, de migrer.",False,452720,2379
1354,2580,Nous ne voulons pas  que quelque chose arrive,False,456410,2379
1355,4860,et qu'ils soient forcés à migrer sans y avoir été préparés.,False,458990,2379
1356,3480,"Bien sûr, notre culture  et notre société sont très différentes,",False,463850,2379
1357,3636,"et lorsque nous migrons dans une culture  et un environnement différents,",False,467330,2379
1358,2930,beaucoup d'ajustements sont requis.,False,470966,2379
1359,3260,"CA . Votre pays a connu  une migration forcée par le passé,",True,473900,2379
1360,1690,"et je crois que cette semaine,",False,477160,2379
1361,3280,"pas plus tard qu'hier ou avant-hier,",False,478850,2379
1362,2190,vous avez rendu visite à ces gens.,False,482130,2379
1363,2190,Que s'est-il passé .,False,484320,2379
1364,2460,"AT . Oui, et je suis désolé, quelqu'un demandait",True,486510,2379
1365,3000,pourquoi nous nous sommes éclipsés  pour visiter cet endroit.,False,488970,2379
1366,1760,J'avais une très bonne raison.  ,False,491970,2379
1367,2270,"Il y a une communauté de Kiribatiens,",False,493730,2379
1368,4090,"qui vit dans cette partie  des îles Salomon,",False,496000,2379
1369,3906,"mais ce sont des gens  qui ont été déplacés des îles Phœnix,",False,500090,2379
1370,1444,dans les années 60.,False,503996,2379
1371,1570,La sécheresse était sévère,False,505440,2379
1372,3000,et ils ne pouvaient  pas continuer à vivre sur l'île.,False,507010,2379
1373,3400,"On les a donc relogés ici,  aux îles Salomon.",False,510010,2379
1374,3080,Rencontrer ces gens hier  a donc été très intéressant.,False,513410,2379
1375,2300,Ils ne savaient pas du tout qui j'étais.,False,516490,2379
1376,2890,"Quelques-uns m'ont reconnu plus tard,",False,518790,2379
1377,3610,mais je crois qu'ils étaient très heureux.,False,521680,2379
1378,4446,"Plus tard, ils voulaient avoir l'occasion  de m'accueillir de manière formelle.",False,525290,2379
1379,3264,"Mais ce que j'ai vu hier  était très intéressant,",False,529736,2379
1380,1850,"parce qu'ici, je vois notre peuple.",False,533000,2379
1381,5840,"J'ai parlé dans notre langue,  et bien sûr, ils ont répondu,",False,534850,2379
1382,1370,mais leur accent —,False,540690,2379
1383,3380,ils commencent à ne plus pouvoir  parler le Kiribati correctement.,False,542060,2379
1384,2526,J'ai vu cette femme  avec les dents rouges.,False,545440,2379
1385,2204,"Elle mâchait des noix de bétel,",False,547966,2379
1386,2270,et ce n'est pas une pratique des Kiribati.,False,550170,2379
1387,2650,On ne mâche pas de noix de bétel.,False,552440,2379
1388,5880,"J'ai aussi rencontré une famille  qui s'était mariée avec des locaux,",False,555090,2379
1389,4030,et c'est ce qui se passe.,False,560970,2379
1390,2100,"Quand nous entrons dans une autre communauté,",False,565000,2379
1391,1620,des changements sont à prévoir.,False,567100,2379
1392,4486,"Une certaine perte  d'identité est inévitable,",False,568720,2379
1393,3480,et c'est ce à quoi  nous nous attendons dans le futur,False,573206,2379
1394,2250,si nous migrons un jour.,False,576686,2379
1395,3180,"CA . Ça a dû être une journée  extraordinairement touchante,",True,578940,2379
1396,2850,"à cause de ces questions sur l'identité,",False,582120,2379
1397,1483,de la joie de vous voir,False,584970,2379
1398,3767,et peut-être la réalisation  de ce qu'ils ont perdu.,False,586453,2379
1399,3071,"C'est inspirant de vous voir  vous battre jusqu'à la fin,",False,590220,2379
1400,4749,pour essayer de maintenir la nation à sa place.,False,593291,2379
1401,1330,AT . C'est notre souhait.,True,598040,2379
1402,3070,"Personne ne veut jamais quitter sa maison,",False,599370,2379
1403,3126,et ça a été une décision  très difficile pour moi.,False,602440,2379
1404,5354,"En tant que leader, on ne prévoit pas  de quitter son île, sa maison,",False,605566,2379
1405,3566,et on m'a demandé à plusieurs reprises .  Comment vous sentez-vous . ,False,610920,2379
1406,3104,Et je ne me sens pas bien du tout.,False,614486,2379
1407,3620,"C'est émotionnel,  et j'ai essayé de vivre avec.",False,617590,2379
1408,4940,"Je sais que parfois, on m'accuse  de ne pas essayer de régler le problème,",False,621210,2379
1409,2106,parce que je ne peux  pas régler le problème.,False,626150,2379
1410,2754,C'est quelque chose  qui doit être fait collectivement.,False,628256,2379
1411,3340,"Le changement climatique  est un phénomène mondial,",True,631010,2379
1412,2490,"et ainsi que je l'ai souvent dit,",False,634350,2379
1413,4460,"malheureusement, les pays,  lorsque nous venons aux Nations-Unies —",False,636840,2379
1414,4950,"j'étais dans une réunion avec les pays du forum des îles du Pacifique,",False,641300,2379
1415,2520,"dont l'Australie et la Nouvelle-Zélande  sont membres,",False,646250,2379
1416,1750,et nous nous sommes disputés.,False,648770,2379
1417,2776,"Ça a fait un peu de bruit  dans les actualités,",False,650520,2379
1418,4280,parce qu'ils soutenaient  que réduire les émissions,False,653296,2379
1419,2020,serait quelque chose d'impossible à faire,False,657580,2379
1420,3430,parce que ça affecterait leurs industries.,False,659600,2379
1421,1510,"Et je disais,",False,663030,2379
1422,2250,"d'accord, j'entends ce que vous dites,",False,664540,2379
1423,1736,"je vous comprends,",False,666790,2379
1424,2244,"mais essayez aussi  de comprendre ce que je dis,",False,668526,2379
1425,2640,"parce que si vous ne réduisez  pas vos émissions,",False,670770,2379
1426,2400,c'est notre survie qui est en jeu.,False,673410,2379
1427,4396,Il est donc question pour vous  de mesurer ces questions morales.,False,675810,2379
1428,3834,C'est l'industrie en opposition  à la survie d'un peuple.,False,680206,2379
1429,2796,"CA . Je vous ai demandé hier ce qui vous mettait en colère,",True,684040,2379
1430,3564,"et vous avez dit .  Je ne suis pas  en colère , avant de faire une pause.",False,686836,2379
1431,1766,Je crois que ça vous a mis en colère.,False,690400,2379
1432,4810,AT . Je vous renvoie à ma déclaration  précédente aux Nations-Unies.,True,692166,2379
1433,4950,"J'étais très en colère,  très frustré, et puis déprimé.",False,696980,2379
1434,1990,J'avais ce sentiment de futilité,False,701930,2379
1435,5490,de mener une bataille  que nous n'avons aucune chance de gagner.,False,703920,2379
1436,2200,J'ai dû m'y prendre différemment.,False,709410,2379
1437,2120,Il m'a fallu devenir plus raisonnable,False,711610,2379
1438,3077,"car je croyais que les gens  écouteraient quelqu'un de rationnel,",False,713730,2379
1439,3009,"mais je reste radicalement rationnel,  quoi que ça veuille dire.",False,716807,2379
1441,3760,CA . Le cœur de votre identité  nationale est la pêche.,True,721130,2379
1442,3550,Presque tout le monde est lié à la pêche  d'une manière ou d'une autre.,False,724890,2379
1443,2770,"AT . Eh bien, nous mangeons  du poisson tous les jours,",True,728440,2379
1444,4560,et il n'y a pas de doute que notre taux  de consommation de poisson,False,731210,2379
1445,2150,est peut-être le plus élevé du monde.,True,735770,2379
1446,2490,"Nous n'avons pas beaucoup de bétail,",False,737920,2379
1447,2800,donc nous dépendons du poisson.,False,740410,2379
1448,3150,"CA . Vous dépendez du poisson,  à la fois au niveau local",True,743210,2379
1449,2720,et pour les revenus du pays,False,746360,2379
1450,2580,venant de l'industrie mondiale  de la pêche au thon.,False,749080,2379
1451,4950,"Pourtant, il y a quelques années,  vous avez pris une mesure radicale.",False,751660,2379
1452,1400,Pouvez-nous nous en parler .,False,756610,2379
1453,3350,"Je crois que quelque chose  est arrivé ici-même, aux îles Phœnix.",False,758010,2379
1454,5320,AT . Laissez-moi vous éclaircir sur l'importance du poisson chez nous.,True,761360,2379
1455,3970,Nous avons l'une des industries de pêche  au thon les plus importantes au monde.,False,766680,2379
1456,2820,"Dans le Pacifique, nous possédons  quelque chose comme 60 percent",False,770650,2379
1457,2036,des dernières industries de pêche au thon.,False,773470,2379
1458,3064,"La pêche est relativement sans danger pour certaines espèces,",False,775506,2379
1459,1190,mais pas pour toutes.,False,778570,2379
1460,6160,"Les Kiribati sont l'un des trois  propriétaires majeurs de ressources,",False,779760,2379
1461,1956,les propriétaires de ressources en thon.,False,785920,2379
1462,4234,"Et en ce moment, nous recevons  80 à 90 percent de nos revenus",False,790076,2379
1463,2346,des droits d'accès  et des droits de licence.,False,794310,2379
1464,1834,CA . De votre revenu national.,True,796656,2379
1465,1840,"AT . Le revenu national,",True,798490,2379
1466,2840,qui redistribue toute notre activité,False,800330,2379
1467,4030,"vers les gouvernements,  les hôpitaux, les écoles et que sais-je.",False,803170,2379
1468,3550,"Mais nous avons décidé de fermer cette source de revenu,",False,807200,2379
1469,1810,et ce fut une décision très difficile.,False,810750,2379
1470,5440,"Je peux vous assurer que politiquement  et localement, ça n'a pas été facile,",False,812560,2379
1471,3970,mais j'étais convaincu  que c'était nécessaire,False,818000,2379
1472,4600,afin de garantir la durabilité  de l'industrie de la pêche.,False,821970,2379
1473,2790,"Certains éléments nous ont indiqué que certaines espèces,",False,826570,2379
1474,4160,"en particulier le thon obèse,  étaient gravement menacées.",False,829360,2379
1475,3400,Le thon albacore était aussi soumis  à un effort de pêche important.,False,833520,2379
1476,1770,Le thon listao reste en bonne santé.,False,836920,2379
1477,2220,"Il nous fallait faire  quelque chose comme ça,",False,838690,2379
1478,2580,et c'est la raison  pour laquelle j'ai fait ça.,False,840910,2379
1479,3920,L'autre raison derrière cette décision,False,843490,2379
1480,4720,est parce que j'avais demandé  à la communauté internationale,False,847410,2379
1481,4560,que notre lutte  contre le changement climatique,False,852130,2379
1482,3900,devait impliquer sacrifice et engagement.,False,856690,2379
1483,5340,"En demandant un sacrifice de la part  de la communauté internationale,",False,860590,2379
1484,2840,je pensais que nous devions  nous-mêmes faire ce sacrifice.,False,865930,2379
1485,1876,Et donc nous avons fait ce sacrifice.,False,868770,2379
1486,4932,Renoncer à la pêche industrielle,False,870646,2379
1487,2632,dans la zone protégée des îles Phœnix,False,875578,2379
1488,1880,signifiait une perte de revenus.,False,878210,2379
1489,2501,"Cette perte est toujours en cours d'estimation,",False,880090,2379
1490,5259,car nous n'y avons renoncé  qu'au début de cette année.,False,882591,2379
1491,2350,Nous verrons donc à la fin de l'année,False,887850,2379
1492,3340,ce que cette décision  signifie en terme de perte de revenus.,False,890200,2379
1493,2110,CA . Il y a tant d'éléments qui en découlent.,True,893540,2379
1494,7260,Cette décision pourrait encourager  des pratiques de pêche plus saines.,False,895650,2379
1495,2576,"Je veux dire, de combien  pouvez-vous augmenter le prix",False,902910,2379
1496,2480,que vous fixez pour les zones restantes .,False,905486,2379
1497,4594,"AT . Les négociations  ont été très difficiles,",True,907966,2379
1498,3890,mais nous avons réussi à augmenter le coût d'une journée de pêche.,False,912560,2379
1499,2620,"Pour chaque bateau  qui vient pêcher pour la journée,",False,916450,2379
1500,3660,"nous avons augmenté le prix — il était de 6 000 et 8 000 dollars,",False,919070,2379
1501,4590,"maintenant il est de 10 000, 12 000 dollars par jour de pêche.",False,922730,2379
1502,3250,C'est une augmentation importante.,False,927320,2379
1503,4600,"En même temps,  il est important de constater",False,930570,2379
